MetaboLightsID	ChEBIId	CompoundName	KEGGPathwaysMappings
MTBLC27375	CHEBI:27375	vincaleukoblastine	Indole alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites; Bile secretion
MTBLC27376	CHEBI:27376	methanesulfonic acid	Sulfur metabolism
MTBLC27381	CHEBI:27381	2,2',3-trihydroxydiphenyl ether	Dioxin degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27388	CHEBI:27388	benzoylacetyl-CoA	Ethylbenzene degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27394	CHEBI:27394	D-erythro-3-methylmalic acid	Valine, leucine and isoleucine biosynthesis; C5-Branched dibasic acid metabolism; Metabolic pathways; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids
MTBLC27399	CHEBI:27399	deisopropylatrazine	Atrazine degradation; Microbial metabolism in diverse environments
MTBLC2740	CHEBI:2740	ankorine	Isoquinoline alkaloid biosynthesis
MTBLC27406	CHEBI:27406	indole-5,6-quinone	Tyrosine metabolism; Metabolic pathways
MTBLC27412	CHEBI:27412	gentamycin C1	Biosynthesis of antibiotics
MTBLC27422	CHEBI:27422	(KDO)2-(lauroyl)-lipid IVA	Lipopolysaccharide biosynthesis; Metabolic pathways
MTBLC27434	CHEBI:27434	o-tolualdehyde	Xylene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27435	CHEBI:27435	1-methylpyrrolinium	Nicotinate and nicotinamide metabolism; Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of plant secondary metabolites; Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC27439	CHEBI:27439	(KDO)-lipid IVA	Lipopolysaccharide biosynthesis; Metabolic pathways
MTBLC27440	CHEBI:27440	3-methoxyanthranilic acid	Tryptophan metabolism
MTBLC27469	CHEBI:27469	2-dehydro-D-gluconic acid	Pentose phosphate pathway; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC27479	CHEBI:27479	2'-hydroxydaidzein	Isoflavonoid biosynthesis
MTBLC27483	CHEBI:27483	betalamic acid	Betalain biosynthesis; Biosynthesis of secondary metabolites
MTBLC27487	CHEBI:27487	3-(imidazol-5-yl)lactic acid	Histidine metabolism
MTBLC27491	CHEBI:27491	leukotriene F4	Arachidonic acid metabolism; Metabolic pathways
MTBLC27493	CHEBI:27493	juvenile hormone III	Insect hormone biosynthesis
MTBLC27499	CHEBI:27499	N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosylceramide	Sphingolipid metabolism
MTBLC27500	CHEBI:27500	4-aminobenzenesulfonic acid	Aminobenzoate degradation; Microbial metabolism in diverse environments
MTBLC27504	CHEBI:27504	mitomycin C	Biosynthesis of antibiotics
MTBLC27509	CHEBI:27509	cinchonine	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC27528	CHEBI:27528	1-phenanthrol	Polycyclic aromatic hydrocarbon degradation; Microbial metabolism in diverse environments
MTBLC27530	CHEBI:27530	4-hydroxy-2-oxohexanoic acid	Xylene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27545	CHEBI:27545	2,5-dichlorohydroquinone	Chlorocyclohexane and chlorobenzene degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC27574	CHEBI:27574	N(2)-succinyl-L-ornithine	Arginine and proline metabolism; Metabolic pathways
MTBLC27587	CHEBI:27587	garbanzol	Flavonoid biosynthesis
MTBLC27610	CHEBI:27610	cyclohexa-2,5-diene-1-carbonyl-CoA	Benzoate degradation; Microbial metabolism in diverse environments
MTBLC27615	CHEBI:27615	(2-naphthyl)methanol	Naphthalene degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27616	CHEBI:27616	psoralen	Biosynthesis of phenylpropanoids; Biosynthesis of secondary metabolites
MTBLC27622	CHEBI:27622	vanillylmandelate	Tyrosine metabolism; Metabolic pathways
MTBLC27625	CHEBI:27625	alpha-D-glucosamine 1-phosphate	Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Biosynthesis of antibiotics; Insulin resistance
MTBLC27632	CHEBI:27632	acetophenone	Ethylbenzene degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27637	CHEBI:27637	3,4-dihydroxymandelic acid	Tyrosine metabolism; Metabolic pathways
MTBLC27644	CHEBI:27644	chlortetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC27652	CHEBI:27652	2',3'-cyclic CMP	Pyrimidine metabolism
MTBLC27656	CHEBI:27656	camptothecin	Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites; Antineoplastics - agents from natural products
MTBLC27657	CHEBI:27657	N-succinyl-L-glutamic 5-semialdehyde	Arginine and proline metabolism; Metabolic pathways
MTBLC2766	CHEBI:2766	aphidicolin	Diterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC27664	CHEBI:27664	2-oxocyclohexane-1-carbonyl-CoA	Benzoate degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27675	CHEBI:27675	chlorohydroquinone	Chlorocyclohexane and chlorobenzene degradation; Microbial metabolism in diverse environments
MTBLC27677	CHEBI:27677	4-fluorobenzoyl-CoA	Fluorobenzoate degradation; Microbial metabolism in diverse environments
MTBLC27683	CHEBI:27683	2-hydroxy-3-(4-hydroxyphenyl)prop-2-enoic acid	Tyrosine metabolism
MTBLC27686	CHEBI:27686	3-deoxyleucocyanidin	Flavonoid biosynthesis
MTBLC27701	CHEBI:27701	oxytetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC27708	CHEBI:27708	diethyl hydrogen phosphate	Aminobenzoate degradation
MTBLC27714	CHEBI:27714	6-acetyl-2-amino-3,7,8,9-tetrahydropyrimido[4,5-b][1,4]diazepin-4-one	Folate biosynthesis
MTBLC27717	CHEBI:27717	gibberellin A1	Diterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Biosynthesis of plant hormones; Metabolic pathways; Biosynthesis of secondary metabolites; Plant hormone signal transduction
MTBLC27725	CHEBI:27725	butin	Flavonoid biosynthesis
MTBLC27736	CHEBI:27736	D-threo-3-methylmalic acid	C5-Branched dibasic acid metabolism
MTBLC27752	CHEBI:27752	2-hexaprenyl-6-methoxy-1,4-benzoquinone	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC27753	CHEBI:27753	1-methoxyphenanthrene	Polycyclic aromatic hydrocarbon degradation; Microbial metabolism in diverse environments
MTBLC27758	CHEBI:27758	3,4-dihydroxybenzenesulfonic acid	Aminobenzoate degradation; Microbial metabolism in diverse environments
MTBLC27760	CHEBI:27760	L-selenocystathionine	Selenocompound metabolism
MTBLC27772	CHEBI:27772	4-chlorocatechol	Chlorocyclohexane and chlorobenzene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC27779	CHEBI:27779	griseofulvin	Biosynthesis of antibiotics
MTBLC27783	CHEBI:27783	11beta,17alpha,21-trihydroxypregnenolone	Steroid hormone biosynthesis
MTBLC27784	CHEBI:27784	gentamycin C1a	Biosynthesis of antibiotics
MTBLC27802	CHEBI:27802	2,3-dihydroxybenzenesulfonic acid	Benzoate degradation; Microbial metabolism in diverse environments
MTBLC27811	CHEBI:27811	undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine	Peptidoglycan biosynthesis; Metabolic pathways
MTBLC27812	CHEBI:27812	Se-methyl-L-selenocysteine	Selenocompound metabolism
MTBLC27819	CHEBI:27819	clavaldehyde	Clavulanic acid biosynthesis; Biosynthesis of antibiotics
MTBLC27825	CHEBI:27825	3',5-dihydroxy-3,4',7-trimethoxyflavone	Flavone and flavonol biosynthesis
MTBLC27826	CHEBI:27826	(S)-4-hydroxymandelonitrile beta-D-glucoside	Cyanoamino acid metabolism; Biosynthesis of secondary metabolites
MTBLC27832	CHEBI:27832	17alpha,21-dihydroxypregnenolone	Steroid hormone biosynthesis
MTBLC27841	CHEBI:27841	DDD	DDT degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC27852	CHEBI:27852	3,4-dihydroxymandelaldehyde	Tyrosine metabolism; Metabolic pathways
MTBLC27855	CHEBI:27855	L-erythro-3-methylmalyl-CoA	Glyoxylate and dicarboxylate metabolism; C5-Branched dibasic acid metabolism; Carbon fixation pathways in prokaryotes; Microbial metabolism in diverse environments; Carbon metabolism
MTBLC85368	CHEBI:85368	dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose	Polyketide sugar unit biosynthesis; Biosynthesis of antibiotics
MTBLC85674	CHEBI:85674	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate(1-)	Primary bile acid biosynthesis; Metabolic pathways
MTBLC77424	CHEBI:77424	4-amino-2,6-dinitrotoluene	Nitrotoluene degradation; Microbial metabolism in diverse environments
MTBLC7775	CHEBI:7775	ononin	Isoflavonoid biosynthesis
MTBLC7782	CHEBI:7782	Oripavine	Isoquinoline alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC78272	CHEBI:78272	9-cis-retinol	Retinol metabolism
MTBLC78288	CHEBI:78288	elloramycin A	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC78424	CHEBI:78424	18-hydroxyoleate	Cutin, suberine and wax biosynthesis
MTBLC78600	CHEBI:78600	11-dehydrocorticosterone	Steroid hormone biosynthesis
MTBLC78700	CHEBI:78700	9-oxononanoic acid	alpha-Linolenic acid metabolism; Biosynthesis of secondary metabolites
MTBLC78734	CHEBI:78734	tropan-3alpha-yl 3-hydroxy-2-phenylpropanoate	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC84162	CHEBI:84162	(2E,6E)-farnesoic acid	Insect hormone biosynthesis
MTBLC8417	CHEBI:8417	pristinamycin IA	Nonribosomal peptide structures
MTBLC845	CHEBI:845	2'-norberbamunine	Isoquinoline alkaloid biosynthesis
MTBLC8464	CHEBI:8464	prontosil	Sulfonamide derivatives - overview
MTBLC85895	CHEBI:85895	4-amino-5-formamidomethyl-2-methylpyrimidine	ABC transporters
MTBLC85981	CHEBI:85981	L-homocarnosine	Arginine and proline metabolism
MTBLC8600	CHEBI:8600	prunetin	Isoflavonoid biosynthesis
MTBLC8602	CHEBI:8602	pseudobaptigenin	Isoflavonoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC86022	CHEBI:86022	(9R,10S)-9(10)-EpOME	Linoleic acid metabolism; Metabolic pathways
MTBLC86068	CHEBI:86068	5-hydroxyconiferyl alcohol	Phenylpropanoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC8607	CHEBI:8607	pseudopelletierine	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; Biosynthesis of secondary metabolites
MTBLC86071	CHEBI:86071	caffeyl alcohol	Phenylpropanoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC8613	CHEBI:8613	psilocin	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC8614	CHEBI:8614	psilocybin	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC8630	CHEBI:8630	pterostilbene	Stilbenoid, diarylheptanoid and gingerol biosynthesis
MTBLC86381	CHEBI:86381	5beta-dihydrocorticosterone	Steroid hormone biosynthesis
MTBLC86389	CHEBI:86389	5beta-dihydroaldosterone	Steroid hormone biosynthesis
MTBLC864	CHEBI:864	(S)-2,3,4,5-tetrahydrodipicolinic acid	Monobactam biosynthesis; Lysine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; Biosynthesis of antibiotics; Biosynthesis of amino acids
MTBLC86409	CHEBI:86409	fortimicin KK1	Biosynthesis of antibiotics
MTBLC87044	CHEBI:87044	4,4-dimethyl-5alpha-cholest-8-en-3beta-ol	Steroid biosynthesis
MTBLC88	CHEBI:88	(S)-(-)-citronellol	Geraniol degradation
MTBLC88102	CHEBI:88102	3beta,7alpha-dihydroxy-5beta-cholan-24-oic acid	Secondary bile acid biosynthesis
MTBLC8988	CHEBI:8988	SN-38	Drug metabolism - other enzymes
MTBLC90	CHEBI:90	(-)-epicatechin	Flavonoid biosynthesis; Biosynthesis of phenylpropanoids; Biosynthesis of secondary metabolites
MTBLC90222	CHEBI:90222	(S)-2-methylbutanoyl-CoA	Valine, leucine and isoleucine degradation; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics
MTBLC90236	CHEBI:90236	(2E,6E)-farnesyl monophosphate	Terpenoid backbone biosynthesis; Biosynthesis of antibiotics
MTBLC9036	CHEBI:9036	sarpagine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC9053	CHEBI:9053	sclareol	Diterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC9096	CHEBI:9096	L-selenohomocysteine	Selenocompound metabolism
MTBLC91030	CHEBI:91030	epithienamycin E	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC9107	CHEBI:9107	senecionine	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; Biosynthesis of secondary metabolites
MTBLC9119	CHEBI:9119	serpentine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC9151	CHEBI:9151	Sinalbin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC6542	CHEBI:6542	Lotaustralin	Cyanoamino acid metabolism; Biosynthesis of secondary metabolites
MTBLC6570	CHEBI:6570	lupeol	Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Biosynthesis of secondary metabolites
MTBLC6572	CHEBI:6572	L-lupinic acid	Zeatin biosynthesis; Biosynthesis of secondary metabolites
MTBLC65737	CHEBI:65737	demethoxycurcumin	Stilbenoid, diarylheptanoid and gingerol biosynthesis; Biosynthesis of secondary metabolites
MTBLC59015	CHEBI:59015	hesperetin 7-O-beta-D-glucoside	Flavonoid biosynthesis
MTBLC59016	CHEBI:59016	neohesperidin	Flavonoid biosynthesis
MTBLC59063	CHEBI:59063	polymyxin B2	ABC transporters; Two-component system
MTBLC59560	CHEBI:59560	sapropterin	Folate biosynthesis; Metabolic pathways
MTBLC5986	CHEBI:5986	Isoboldine	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC60077	CHEBI:60077	luteolin-7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]	Flavone and flavonol biosynthesis
MTBLC60210	CHEBI:60210	precursor Z hydrate	Folate biosynthesis; Metabolic pathways; Sulfur relay system
MTBLC6032	CHEBI:6032	isonicotinic acid	Drug metabolism - other enzymes
MTBLC6039	CHEBI:6039	isopimaric acid	Diterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC74030	CHEBI:74030	3'-N-debenzoyl-2'-deoxytaxol	Diterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC74126	CHEBI:74126	(11Z)-eicosenoyl-CoA	Biosynthesis of unsaturated fatty acids; Fatty acid metabolism
MTBLC74142	CHEBI:74142	(15Z)-tetracosenoyl-CoA	Biosynthesis of unsaturated fatty acids; Fatty acid metabolism
MTBLC74155	CHEBI:74155	3-dimethylallyl-4-hydroxybenzoate	Novobiocin biosynthesis; Biosynthesis of antibiotics
MTBLC74351	CHEBI:74351	aclacinomycin T	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC74359	CHEBI:74359	L-alpha-aminobutyrate zwitterion	Cysteine and methionine metabolism; Metabolic pathways
MTBLC74606	CHEBI:74606	(11Z,14Z,17Z)-icosatrienoyl-CoA	Biosynthesis of unsaturated fatty acids; Fatty acid metabolism
MTBLC74619	CHEBI:74619	aclacinomycin A	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC74683	CHEBI:74683	leukoaminochrome	Betalain biosynthesis
MTBLC74684	CHEBI:74684	dopaminoquinone	Betalain biosynthesis
MTBLC74760	CHEBI:74760	4-methylhistamine	Histamine H2/H3 receptor agonists/antagonists
MTBLC15382	CHEBI:15382	(4R)-limonene	Monoterpenoid biosynthesis; Limonene and pinene degradation; Biosynthesis of terpenoids and steroids; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15385	CHEBI:15385	(+)-delta-cadinene	Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15386	CHEBI:15386	(3S,4R)-3,4-dihydrophenanthrene-3,4-diol	Polycyclic aromatic hydrocarbon degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC15388	CHEBI:15388	(+)-trans-carveol	Monoterpenoid biosynthesis; Limonene and pinene degradation; Biosynthesis of secondary metabolites
MTBLC15389	CHEBI:15389	(-)-trans-carveol	Monoterpenoid biosynthesis; Limonene and pinene degradation; Biosynthesis of secondary metabolites
MTBLC15396	CHEBI:15396	(R)-camphor	Inflammatory mediator regulation of TRP channels
MTBLC15397	CHEBI:15397	(S)-camphor	Inflammatory mediator regulation of TRP channels
MTBLC15399	CHEBI:15399	(+)-carvone	Monoterpenoid biosynthesis; Limonene and pinene degradation; Biosynthesis of secondary metabolites
MTBLC154	CHEBI:154	(+)-dihydrocarvone	Limonene and pinene degradation; Degradation of aromatic compounds
MTBLC15400	CHEBI:15400	(-)-carvone	Monoterpenoid biosynthesis; Limonene and pinene degradation; Biosynthesis of secondary metabolites
MTBLC15402	CHEBI:15402	(+)-neomenthol	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC15404	CHEBI:15404	(-)-homoisocitrate(3-)	Lysine biosynthesis; Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of antibiotics; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids
MTBLC15405	CHEBI:15405	(-)-endo-fenchol	Monoterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Biosynthesis of secondary metabolites
MTBLC15406	CHEBI:15406	(-)-trans-isopiperitenol	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC15407	CHEBI:15407	(-)-ephedrine	Phenylalanine metabolism; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways
MTBLC15408	CHEBI:15408	(-)-isopiperitenone	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC15409	CHEBI:15409	(-)-menthol	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites; Inflammatory mediator regulation of TRP channels
MTBLC15410	CHEBI:15410	(-)-menthone	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC15421	CHEBI:15421	perillyl aldehyde	Limonene and pinene degradation
MTBLC15455	CHEBI:15455	(S)-3-hydroxyacyl-CoA	Fatty acid elongation
MTBLC15459	CHEBI:15459	(3S)-citryl-CoA	Carbon fixation pathways in prokaryotes; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism
MTBLC15463	CHEBI:15463	cinnamoyl-CoA	Phenylpropanoid biosynthesis; Flavonoid biosynthesis; Stilbenoid, diarylheptanoid and gingerol biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Degradation of aromatic compounds
MTBLC15464	CHEBI:15464	(E,E)-piperonyl-CoA	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid
MTBLC15469	CHEBI:15469	alk-2-enoyl-CoA	Fatty acid elongation
MTBLC15470	CHEBI:15470	2,4-dichlorobenzoyl-CoA	Fluorobenzoate degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC15472	CHEBI:15472	anthraniloyl-CoA	Aminobenzoate degradation; Microbial metabolism in diverse environments
MTBLC15474	CHEBI:15474	2-furoyl-CoA	Furfural degradation; Microbial metabolism in diverse environments
MTBLC15480	CHEBI:15480	3-(4-methylpent-3-en-1-yl)pent-2-enedioyl-CoA	Geraniol degradation
MTBLC15483	CHEBI:15483	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	Geraniol degradation
MTBLC15489	CHEBI:15489	3-oxo-fatty acyl-CoA	Fatty acid elongation
MTBLC15497	CHEBI:15497	trans-4-carboxybut-2-enoyl-CoA	Benzoate degradation; Butanoate metabolism; Microbial metabolism in diverse environments
MTBLC15498	CHEBI:15498	4-chlorobenzoyl-CoA	Fluorobenzoate degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC155	CHEBI:155	(-)-isodihydrocarvone	Limonene and pinene degradation
MTBLC15500	CHEBI:15500	4-hydroxybenzoyl-CoA	Ubiquinone and other terpenoid-quinone biosynthesis; Benzoate degradation; Fluorobenzoate degradation; Aminobenzoate degradation; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC15503	CHEBI:15503	2,3-didehydropimeloyl-CoA	Benzoate degradation; Microbial metabolism in diverse environments
MTBLC15509	CHEBI:15509	2-succinylbenzoyl-CoA	Ubiquinone and other terpenoid-quinone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15510	CHEBI:15510	5-hydroxy-2-furoyl-CoA	Furfural degradation; Microbial metabolism in diverse environments
MTBLC15512	CHEBI:15512	L-3-aminobutanoyl-CoA	Lysine degradation
MTBLC15516	CHEBI:15516	biotinyl-CoA	Biotin metabolism
MTBLC15523	CHEBI:15523	cis-geranoyl-CoA	Geraniol degradation
MTBLC15528	CHEBI:15528	itaconyl-CoA	C5-Branched dibasic acid metabolism
MTBLC15535	CHEBI:15535	oxalyl-CoA	Glyoxylate and dicarboxylate metabolism; Metabolic pathways
MTBLC15540	CHEBI:15540	sinapoyl-CoA	Phenylpropanoid biosynthesis; Biosynthesis of phenylpropanoids; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15543	CHEBI:15543	vinylacetyl-CoA	Butanoate metabolism
MTBLC15586	CHEBI:15586	D-citramalic acid	Valine, leucine and isoleucine biosynthesis; C5-Branched dibasic acid metabolism; Metabolic pathways; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids
MTBLC15614	CHEBI:15614	(S)-3-methyl-2-oxovaleric acid	Valine, leucine and isoleucine degradation; Valine, leucine and isoleucine biosynthesis; Glucosinolate biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids
MTBLC15629	CHEBI:15629	8(R)-HPETE	Arachidonic acid metabolism; Serotonergic synapse
MTBLC15640	CHEBI:15640	5-formyltetrahydrofolic acid	One carbon pool by folate; Metabolic pathways
MTBLC15649	CHEBI:15649	3,6,9-trihydroxypterocarpan	Isoflavonoid biosynthesis
MTBLC15657	CHEBI:15657	(11S)-11-hydroperoxylinoleic acid	Linoleic acid metabolism
MTBLC15658	CHEBI:15658	7(S),8(S)-DiHODE	Linoleic acid metabolism
MTBLC15664	CHEBI:15664	(2E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate	Terpenoid backbone biosynthesis; Biosynthesis of terpenoids and steroids; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics
MTBLC15672	CHEBI:15672	D-tartaric acid	Aldosterone synthesis and secretion
MTBLC15673	CHEBI:15673	meso-tartaric acid	Glyoxylate and dicarboxylate metabolism
MTBLC15674	CHEBI:15674	2,3-dihydroxybutanedioic acid	Glyoxylate and dicarboxylate metabolism
MTBLC15677	CHEBI:15677	(R)-(-)-allantoin	Purine metabolism; Microbial metabolism in diverse environments
MTBLC15678	CHEBI:15678	(S)-(+)-allantoin	Purine metabolism; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC15686	CHEBI:15686	(R)-acetoin	Butanoate metabolism; C5-Branched dibasic acid metabolism
MTBLC15687	CHEBI:15687	(S)-acetoin	Butanoate metabolism
MTBLC15700	CHEBI:15700	dTDP-alpha-D-glucose	Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; Biosynthesis of vancomycin group antibiotics; Metabolic pathways; Biosynthesis of antibiotics
MTBLC15703	CHEBI:15703	alpha-maltose 6'-phosphate	Starch and sucrose metabolism
MTBLC15712	CHEBI:15712	2,3-dihydrobiochanin A	Isoflavonoid biosynthesis
MTBLC15714	CHEBI:15714	trans-sinapic acid	Phenylpropanoid biosynthesis; Biosynthesis of phenylpropanoids; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15716	CHEBI:15716	12-hydroxydihydrochelirubine	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15720	CHEBI:15720	8-[(1R,2R)-3-oxo-2-{(Z)-pent-2-en-1-yl}cyclopentyl]octanoate	alpha-Linolenic acid metabolism; Biosynthesis of plant hormones; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15728	CHEBI:15728	4-guanidinobutanoic acid	Arginine and proline metabolism; Metabolic pathways
MTBLC15744	CHEBI:15744	dTDP-4-dehydro-6-deoxy-L-mannose	Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; Metabolic pathways; Biosynthesis of antibiotics
MTBLC15771	CHEBI:15771	loganin	Monoterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15774	CHEBI:15774	dTDP-beta-L-rhamnose	Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; Metabolic pathways; Biosynthesis of antibiotics
MTBLC15775	CHEBI:15775	3-oxoadipate(2-)	Benzoate degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC15782	CHEBI:15782	viomycin	Nonribosomal peptide structures
MTBLC15785	CHEBI:15785	1-(alk-1-enyl)-sn-glycero-3-phosphoethanolamine	Ether lipid metabolism; Metabolic pathways
MTBLC158	CHEBI:158	(-)-neodihydrocarveol	Limonene and pinene degradation
MTBLC15805	CHEBI:15805	D-octopine	Arginine and proline metabolism; ABC transporters
MTBLC15808	CHEBI:15808	12-dehydrotetracycline	Tetracycline biosynthesis; Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC15847	CHEBI:15847	2-(alpha-D-mannosyl)-D-glyceric acid	Fructose and mannose metabolism; Phosphotransferase system (PTS)
MTBLC15852	CHEBI:15852	aquacob(III)alamin	Porphyrin and chlorophyll metabolism
MTBLC15864	CHEBI:15864	luteolin	Flavonoid biosynthesis; Flavone and flavonol biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15878	CHEBI:15878	10-hydroxydihydrosanguinarine	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15884	CHEBI:15884	tropine	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC15887	CHEBI:15887	5-aminopentanoic acid	Lysine degradation; Arginine and proline metabolism
MTBLC15906	CHEBI:15906	demethylmacrocin	Biosynthesis of 12-, 14- and 16-membered macrolides; Biosynthesis of antibiotics
MTBLC15908	CHEBI:15908	L-threonic acid	Ascorbate and aldarate metabolism
MTBLC15911	CHEBI:15911	desulfoglucotropeolin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC15914	CHEBI:15914	2-amino-4-oxopentanoic acid	D-Arginine and D-ornithine metabolism
MTBLC15915	CHEBI:15915	ADP-L-glycero-D-manno-heptose	Lipopolysaccharide biosynthesis; Metabolic pathways
